source,smiles
D01242_protomer_1,CC(CN1c2ccccc2Sc2ccccc21)[NH+](C)C
D07296_protomer_1,CC(=O)C1(O)CCC2C3CC(C(F)(F)F)C4=CC(=O)CCC4(C)C3CCC21C
D05024_protomer_2,COCC(=O)OC1(CC[NH+](C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C
D05024_protomer_1,COCC(=O)OC1(CC[NH+](C)CCCc2nc3ccccc3[n-]2)CCc2cc(F)ccc2C1C(C)C
D05024_protomer_3,COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C
D08068_protomer_2,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(=O)N(C)CC1C(=O)O
D08068_protomer_1,CCOC(=O)C(CCc1ccccc1)[NH2+]C(C)C(=O)N1C(=O)N(C)CC1C(=O)[O-]
D08070_protomer_2,CN(C)CCCN1c2ccccc2CCc2ccccc21
D08070_protomer_1,C[NH+](C)CCCN1c2ccccc2CCc2ccccc21
D00088_protomer_1,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
D08854_protomer_3,CC(=O)C1(N)Cc2c(O)c3c(c(O)c2C(OC2CC(O)C(O)CO2)C1)C(=O)c1ccccc1C3=O
D08854_protomer_2,CC(=O)C1([NH3+])Cc2c([O-])c3c(c([O-])c2C(OC2CC(O)C(O)CO2)C1)C(=O)c1ccccc1C3=O
D08854_protomer_1,CC(=O)C1([NH3+])Cc2c(O)c3c(c([O-])c2C(OC2CC(O)C(O)CO2)C1)C(=O)c1ccccc1C3=O
D08139_protomer_2,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1
D00299_protomer_1,CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C
D02307_protomer_1,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH+](C)CC3)cc21
D02307_protomer_2,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
D07934_protomer_1,O=C([O-])C[NH+](CC[NH+](CC(=O)[O-])CC(=O)[O-])CC(=O)[O-]
D07528_protomer_2,CNCCCCOc1ccccc1Cc1ccccc1
D07528_protomer_1,C[NH2+]CCCCOc1ccccc1Cc1ccccc1
D00202_protomer_1,CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C([NH3+])C2O)CC(O)C(C(=O)[O-])C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O
D00202_protomer_2,CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O
D00523_protomer_3,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
D00523_protomer_2,CCCCC1=[NH+]C2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
D00523_protomer_1,CCCCC1=[NH+]C2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[n-]n2)cc1
D02484_protomer_2,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1C2=Cc1ccc(Cl)cc1
D02484_protomer_1,CCCC[NH+](CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1C2=Cc1ccc(Cl)cc1
D01366_protomer_1,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)[O-]
D01366_protomer_2,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O
D08324_protomer_1,CCCCC1C(=O)N(c2ccccc2)N(c2ccc([O-])cc2)C1=O
D08324_protomer_2,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
D08881_protomer_1,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCC[NH+]1CCCC1
D08881_protomer_2,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
D00784_protomer_2,CCCN(CCC)CCc1cccc2c1CC(=O)N2
D00784_protomer_1,CCC[NH+](CCC)CCc1cccc2c1CC(=O)N2
D00227_protomer_1,Cn1c(=O)c2[n-]cnc2n(C)c1=O
D00227_protomer_2,Cn1c(=O)c2[nH]cnc2n(C)c1=O
D07217_protomer_1,CCC[NH+]1CC([N-]S(=O)(=O)[NH+](CC)CC)CC2Cc3c([O-])cccc3CC21
D07217_protomer_3,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21
D00435_protomer_2,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
D00435_protomer_1,Cc1ccnc2c1NC(=O)c1cccnc1[NH+]2C1CC1
D02245_protomer_2,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21
D02245_protomer_1,CC(CN1c2ccccc2Sc2ccccc21)C[NH+](C)C
D07238_protomer_1,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Br
D08644_protomer_1,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
D00331_protomer_2,[NH-]S(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl
D00331_protomer_3,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
D00331_protomer_1,NS(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl
D02622_protomer_2,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
D00070_protomer_3,Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1
D00685_protomer_3,CC(C)NCC(O)c1cc(O)cc(O)c1
D00685_protomer_2,CC(C)[NH2+]CC(O)c1cc([O-])cc(O)c1
D00685_protomer_1,CC(C)[NH2+]CC(O)c1cc([O-])cc([O-])c1
D02506_protomer_1,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)[O-]
D02506_protomer_2,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O
D07145_protomer_1,O=C([O-])C[NH+](CC[NH+](CC(=O)[O-])CC(=O)[O-])CC(=O)[O-]
D07517_protomer_2,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12
D07517_protomer_1,C[NH+](C)CCCOc1nn(Cc2ccccc2)c2ccccc12
D01001_protomer_1,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl
D01223_protomer_1,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F
D02332_protomer_1,Cc1c(C)c2c(c(C)c1[O-])CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
D02332_protomer_2,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
D04317_protomer_1,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C=CC21CC
D00832_protomer_1,Nc1nc(N)nc(Nc2ccc([As]3SCC(CO)S3)cc2)n1
D02327_protomer_1,C[NH+](C)CCOC(C)(c1ccccc1)c1ccccn1
D02327_protomer_2,CN(C)CCOC(C)(c1ccccc1)c1ccccn1
D00909_protomer_1,Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C(OC=O)c3ccccc3)C2SC1
D07207_protomer_2,Cc1cc([O-])c(S(=O)(=O)[O-])cc1Cc1c(C)c(Cc2c(C)ccc(S(=O)(=O)[O-])c2[O-])cc(S(=O)(=O)[O-])c1[O-]
D07207_protomer_3,Cc1cc(O)c(S(=O)(=O)O)cc1Cc1c(C)c(Cc2c(C)ccc(S(=O)(=O)O)c2O)cc(S(=O)(=O)O)c1O
D07207_protomer_1,Cc1cc(O)c(S(=O)(=O)[O-])cc1Cc1c(C)c(Cc2c(C)ccc(S(=O)(=O)[O-])c2[O-])cc(S(=O)(=O)[O-])c1[O-]
D02574_protomer_2,CNCCC(Oc1ccccc1C)c1ccccc1
D02574_protomer_1,C[NH2+]CCC(Oc1ccccc1C)c1ccccc1
D07362_protomer_1,CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4
D01337_protomer_1,CCCCCC(O)C=CC1C(O)CC2OC(=CCCCC(=O)[O-])CC21
D07541_protomer_1,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1
D07541_protomer_2,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1
D00889_protomer_1,COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)[O-])c1-c1ccc(F)cc1
D11557_protomer_1,O=C([N-]N1C(=O)C2C3C=CC(C4CC34)C2C1=O)c1ccc(C(F)(F)F)cc1
D11557_protomer_2,O=C(NN1C(=O)C2C3C=CC(C4CC34)C2C1=O)c1ccc(C(F)(F)F)cc1
D00531_protomer_1,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
D08237_protomer_2,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
D08237_protomer_1,COc1c(N2CC3CCC[NH2+]C3C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12
D07594_protomer_2,CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1
D07594_protomer_1,CCC(C(=O)OCCOCC[NH+](CC)CC)c1ccccc1
D07715_protomer_1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl
D07897_protomer_1,NC(=O)NC=C1NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)CC([NH3+])C(O)CC[NH3+])CNC(=O)C(C2CC[NH+]=C(N)N2)NC1=O
D07897_protomer_2,NCCC(O)C(N)CC(=O)NC1CNC(=O)C(C2CCN=C(N)N2)NC(=O)C(=CNC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O
D05029_protomer_1,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
D10476_protomer_1,CCCCCCOC(C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(C=C(C)C(=O)[O-])c(Cl)c3)n2)c1OC
D10476_protomer_2,CCCCCCOC(C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(C=C(C)C(=O)O)c(Cl)c3)n2)c1OC
D07658_protomer_1,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=CCSC12)c1csc(N)n1
D07658_protomer_2,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1csc(N)n1
D00806_protomer_3,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O
D00806_protomer_2,O=C([O-])c1cc2ccccc2c(Cc2c([O-])c(C(=O)[O-])cc3ccccc23)c1[O-]
D00806_protomer_1,O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)[O-])cc3ccccc23)c1[O-]
D02260_protomer_1,Fc1ccc(C2CC[NH2+]CC2COc2ccc3c(c2)OCO3)cc1
D02260_protomer_2,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1
D00977_protomer_1,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)([O-])[O-]
D03809_protomer_2,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1
D03809_protomer_1,N#CC(CC[NH+]1CCC(C(=O)[O-])(c2ccccc2)CC1)(c1ccccc1)c1ccccc1
D07237_protomer_2,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)C3SC2)s1
D07237_protomer_1,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)C(NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)C3SC2)s1
D00908_protomer_1,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1
D07496_protomer_2,CC(=O)c1cc2cccc(OCC(O)CNC(C)C)c2o1
D07496_protomer_1,CC(=O)c1cc2cccc(OCC(O)C[NH2+]C(C)C)c2o1
D01160_protomer_1,CC(C)(C)NC(=O)C1CC2CCCCC2C[NH+]1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1
D01160_protomer_2,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1
D08265_protomer_1,CCC1C[NH+]2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
D08265_protomer_2,CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
D07685_protomer_1,CC[NH+](CC)CCCN1c2ccccc2Sc2ccc(Cl)cc21
D07685_protomer_2,CCN(CC)CCCN1c2ccccc2Sc2ccc(Cl)cc21
D08288_protomer_2,CNCCC=C1c2ccccc2CCc2ccccc21
D08288_protomer_1,C[NH2+]CCC=C1c2ccccc2CCc2ccccc21
D00444_protomer_2,CC12Cc3cn[n-]c3CC1CCC1C2CCC2(C)C1CCC2(C)O
D00444_protomer_1,CC12Cc3cn[nH]c3CC1CCC1C2CCC2(C)C1CCC2(C)O
D10450_protomer_1,CCc1cc2c(cc1N1CCC([NH+]3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
D10450_protomer_2,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
D00722_protomer_2,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
D00722_protomer_1,CC[NH+](CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
C07055_protomer_1,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C
D07364_protomer_2,CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[n-]1
D07364_protomer_1,CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[nH]1
D02255_protomer_1,C[NH+](C)C1C(=O)C(C(N)=O)=C([O-])C2(O)C(=O)C3=C([O-])c4c(O)ccc(Cl)c4C(C)(O)C3CC12
D02255_protomer_3,CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12
D02255_protomer_2,C[NH+](C)C1C(=O)C(C(N)=O)=C([O-])C2(O)C(=O)C3=C([O-])c4c([O-])ccc(Cl)c4C(C)(O)C3CC12
D08379_protomer_2,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21
D08379_protomer_1,CCn1cc(C(=O)[O-])c(=O)c2cnc(N3CC[NH2+]CC3)nc21
D01025_protomer_1,CC(C)(C)[NH2+]CC(O)COc1cccc2c1CCCC2=O
D01025_protomer_2,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O
D07656_protomer_2,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12
D07656_protomer_1,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nncs3)CSC12
D00122_protomer_1,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)(C)O
D00052_protomer_1,O=C([O-])C[NH+](CC[NH+](CC(=O)[O-])CC(=O)[O-])CC(=O)[O-]
D00052_protomer_2,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
D01142_protomer_2,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
D01142_protomer_1,COc1cc([N-]S(=O)(=O)c2ccc(N)cc2)nc(OC)n1
D01119_protomer_1,CCOC(=O)C(CCc1ccccc1)[NH2+]C1CSC(c2cccs2)CN(CC(=O)[O-])C1=O
D01119_protomer_2,CCOC(=O)C(CCc1ccccc1)NC1CSC(c2cccs2)CN(CC(=O)O)C1=O
D00075_protomer_1,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
D08116_protomer_1,CCCC[NH+]1CCCCC1C(=O)Nc1c(C)cccc1C
D08116_protomer_2,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C
D00185_protomer_1,CC12CCC3c4ccc([O-])cc4CCC3C1CC(O)C2O
D00185_protomer_2,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O
D01531_protomer_1,CCn1cc(C(=O)[O-])c(=O)c2cnc(N3CC[NH2+]CC3)nc21
D01531_protomer_2,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21
D10452_protomer_1,COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C
D07625_protomer_2,NC(=O)OCC1C(NC(=O)C(=NOCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O
D00105_protomer_1,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O
D00105_protomer_2,CC12CCC3c4ccc([O-])cc4CCC3C1CCC2O
D07354_protomer_1,O=C(C(Cl)Cl)N(CCO)Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
D00421_protomer_1,CCOC(=O)C(CCc1ccccc1)[NH2+]C(C)C(=O)N1C(C(=O)[O-])CC2CCCC21
D00421_protomer_2,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21
D00201_protomer_1,C[NH+](C)C1C(=O)C(C(N)=O)=C([O-])C2(O)C(=O)C3=C([O-])c4c([O-])cccc4C(C)(O)C3CC12
D00201_protomer_2,C[NH+](C)C1C(=O)C(C(N)=O)=C([O-])C2(O)C(=O)C3=C([O-])c4c(O)cccc4C(C)(O)C3CC12
D00201_protomer_3,CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12
D00629_protomer_1,CCOC(=O)C1=C(C)[NH2+]C(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
D00629_protomer_2,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
D08086_protomer_2,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
D08086_protomer_1,CCc1c2c(nc3ccc(OC(=O)N4CCC([NH+]5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
D02549_protomer_3,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
D02549_protomer_4,COC1C=COC2(C)Oc3c(C)c([O-])c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
D02549_protomer_2,COC1C=COC2(C)Oc3c(C)c([O-])c4c([O-])c(cc([O-])c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
D02549_protomer_1,COC1C=COC2(C)Oc3c(C)c(O)c4c([O-])c(cc([O-])c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
D08186_protomer_1,Cc1ncc(CO)c(CO)c1O
D08186_protomer_2,Cc1ncc(CO)c(CO)c1[O-]
D04595_protomer_1,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I
D02165_protomer_1,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C
D00998_protomer_1,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1
D10491_protomer_2,Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)NCC([NH3+])C(=O)NC(CC(=O)[O-])C(=O)NC(C[S-])C(=O)[O-])C(=O)[O-])cc3)nc2c(=O)[nH]1
D10491_protomer_1,Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)NCC([NH3+])C(=O)NC(CC(=O)[O-])C(=O)NC(C[S-])C(=O)[O-])C(=O)[O-])cc3)nc2c(=O)[n-]1
D10491_protomer_3,Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)NCC(N)C(=O)[N-]C(CC(=O)O)C(=O)[N-]C(C[S-])C(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1
D05082_protomer_1,CCNC(=O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C
D00104_protomer_1,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
C17729_protomer_1,O=C(NC(Cc1ccccc1)c1ccccc1)c1cccnc1
D07570_protomer_2,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O
D07570_protomer_1,CC1(C)SC2C(NC(=O)C([NH3+])c3ccccc3)C(=O)N2C1C(=O)[O-]
D07395_protomer_2,COc1cc(C(=O)c2ccc(Cl)cc2)cc(OC)c1OCCN1CCOCC1
D07395_protomer_1,COc1cc(C(=O)c2ccc(Cl)cc2)cc(OC)c1OCC[NH+]1CCOCC1
D00408_protomer_1,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O
D02541_protomer_2,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21
D02541_protomer_1,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]C(C)C3)c(F)c21
D08024_protomer_2,CNC1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)CC1OC
D08024_protomer_1,C[NH2+]C1CN(c2ccc3c(=O)c(C(=O)[O-])cn(-c4nccs4)c3n2)CC1OC
D01153_protomer_1,CC1COc2c(C3([NH3+])CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23
D01153_protomer_2,CC1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
D00458_protomer_1,OCCOCC[NH+]1CCN(C2=[NH+]c3ccccc3Sc3ccccc32)CC1
D00458_protomer_2,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
D00245_protomer_1,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1
D01135_protomer_1,CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1
D00674_protomer_2,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CC[NH+](C)CC3)c2c1
D00674_protomer_3,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
D00674_protomer_1,C[N-]S(=O)(=O)CCc1ccc2[nH]cc(C3CC[NH+](C)CC3)c2c1
D00303_protomer_1,CC(C)[NH+](CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
D00303_protomer_2,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
D01739_protomer_1,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CSC12)c1csc(N)n1
D01739_protomer_2,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12)c1csc(N)n1
D11785_protomer_1,OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1
D00642_protomer_2,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
D00642_protomer_1,C=CC1C[NH+]2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
D00107_protomer_1,C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC
D07866_protomer_1,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C
D00451_protomer_3,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
D00451_protomer_2,C[N-]S(=O)(=O)Cc1ccc2[nH]cc(CC[NH+](C)C)c2c1
D07896_protomer_1,C=C1C(CO)C(O)CC1n1cnc2c(=O)[n-]c(N)nc21
D07896_protomer_2,C=C1C(CO)C(O)CC1n1cnc2c(=O)[nH]c(N)nc21
D02481_protomer_1,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4
D07894_protomer_1,COc1ccc(C(=O)Nc2ccccc2CCC2CCCC[NH+]2C)cc1
D07894_protomer_2,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1
D02218_protomer_1,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
D00472_protomer_1,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
D07861_protomer_2,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1
D07861_protomer_1,CCOC(=O)C1(c2ccccc2)CC[NH+](CCC(C#N)(c2ccccc2)c2ccccc2)CC1
D02148_protomer_2,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12
D02148_protomer_1,C[NH+]1CCC2=C(C1)C(c1ccccc1)c1ccccc12
D11723_protomer_1,CCOC(=O)C1=C(COCC[NH3+])[NH2+]C(C)=C(C(=O)OC)C1c1ccccc1Cl
D11723_protomer_2,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl
D02408_protomer_2,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
D02408_protomer_1,CC(CN1c2ccccc2CCc2ccccc21)C[NH+](C)C
D00927_protomer_1,CCOC(=O)OC(C)OC(=O)C1N2C(=O)C(NC(=O)C([NH3+])c3ccccc3)C2SC1(C)C
D00927_protomer_2,CCOC(=O)OC(C)OC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C
D02271_protomer_3,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5
D02271_protomer_1,C[NH+]1CCC23c4c5ccc([O-])c4OC2C(O)C=CC3C1C5
D02271_protomer_2,C[NH+]1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5
C14491_protomer_1,CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
D00305_protomer_1,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-]
D00357_protomer_1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
D00357_protomer_2,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1
D02073_protomer_1,CCCCC(C)(C)C(O)C=CC1C(O)CC(=O)C1CCCCC=CC(=O)OC
D11658_protomer_1,CC([NH2+]c1ncnc2nc[n-]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1
D11658_protomer_3,CC(Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1
