source,smiles
D02130_protomer_2,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2
D04147_protomer_1,CC(Cc1ccccc1)[NH2+]CCn1cnc2c1c(=O)n(C)c(=O)n2C
D04147_protomer_2,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C
D06299_protomer_1,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O
D06299_protomer_2,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
D00930_protomer_1,CC(C=CC(C)C(C)(C)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C
D00721_protomer_1,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21
D07797_protomer_1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)c1ccncc1
D11426_protomer_1,CC12CCC[NH+]1CC1=N[N-]C(=O)c3cc(F)cc4[nH]c2c1c34
D11426_protomer_2,CC12CCCN1CC1=NNC(=O)c3cc(F)cc4[nH]c2c1c34
D08066_protomer_2,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
D07308_protomer_1,CC[NH+](CC)CCCN1c2ccccc2Sc2ccc(Cl)cc21
D07308_protomer_2,CCN(CC)CCCN1c2ccccc2Sc2ccc(Cl)cc21
D08190_protomer_1,Cc1c([NH+](C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C
D08190_protomer_2,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C
D06413_protomer_1,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
D07833_protomer_2,CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O
D07833_protomer_1,CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3[NH+](C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O
D08643_protomer_2,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC
D08643_protomer_1,COc1cc(C(=O)NCc2ccc(OCC[NH+](C)C)cc2)cc(OC)c1OC
D07224_protomer_1,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1
D00112_protomer_1,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O
D07951_protomer_1,C[N+]1(CC(=O)c2ccc(-c3ccccc3)cc2)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
D03496_protomer_1,Cc1nccn1CC1CCc2c(c3cccc4c3n2CCC4)C1=O
D06877_protomer_1,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
D01062_protomer_1,CCCCCCCCCCCCCCCC[n+]1ccccc1
D04605_protomer_1,C[NH+](C)CCCn1c2c(c3ccccc31)CCCCCC2
D04605_protomer_2,CN(C)CCCn1c2c(c3ccccc31)CCCCCC2
D10514_protomer_1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CC[NH+]1CCCCC1
D10514_protomer_2,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCCCC1
D08092_protomer_3,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1
D08092_protomer_1,CC(COc1ccccc1)[NH2+]C(C)C(O)c1ccc([O-])cc1
D08092_protomer_2,CC(COc1ccccc1)[NH2+]C(C)C(O)c1ccc(O)cc1
D08226_protomer_2,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2
D08226_protomer_1,CCc1c(C)[nH]c2c1C(=O)C(C[NH+]1CCOCC1)CC2
D03199_protomer_2,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C
D03199_protomer_1,CC(CC1c2ccccc2CCc2ccccc21)C[NH+](C)C
D00643_protomer_1,C=CC1C[NH+]2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
D00643_protomer_2,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
D08179_protomer_1,CC[NH+](CC)CCCC(C)[NH2+]c1c2ccc(Cl)cc2nc2ccc(OC)cc12
D08179_protomer_2,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12
D08674_protomer_2,CCC(C)[NH+](CC(OC(=O)c1ccc(O)cc1)c1cccn1Cc1ccccc1Cl)C(C)CC
D08674_protomer_1,CCC(C)[NH+](CC(OC(=O)c1ccc([O-])cc1)c1cccn1Cc1ccccc1Cl)C(C)CC
D08674_protomer_3,CCC(C)N(CC(OC(=O)c1ccc(O)cc1)c1cccn1Cc1ccccc1Cl)C(C)CC
D02288_protomer_1,CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
D00431_protomer_1,Cc1ccccc1N1C(=O)c2cc(S([NH-])(=O)=O)c(Cl)cc2[NH2+]C1C
D00431_protomer_2,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2[NH2+]C1C
D00431_protomer_3,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
D05200_protomer_1,C[NH+]1Cc2c(N)cccc2C(c2ccccc2)C1
D05200_protomer_2,CN1Cc2c(N)cccc2C(c2ccccc2)C1
D03260_protomer_3,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12
D03423_protomer_2,CCN1CCN(C(=O)NC(C(=O)NC2(OC)C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC32)C(C)O)C(=O)C1=O
D03423_protomer_1,CCN1CCN(C(=O)NC(C(=O)NC2(OC)C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CSC32)C(C)O)C(=O)C1=O
D02483_protomer_1,COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3
D10528_protomer_1,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12
D01147_protomer_2,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
D01147_protomer_1,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23
D00752_protomer_1,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCC[NH+]1CCOCC1)C(=O)OC2
D00752_protomer_3,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2
D00752_protomer_2,COc1c(C)c2c(c([O-])c1CC=C(C)CCC(=O)OCC[NH+]1CCOCC1)C(=O)OC2
D11780_protomer_2,Nc1nc2c(c(=O)[n-]1)[NH2+]C1C([NH2+]2)OC2COP(=O)([O-])OC2C1(O)O
D11780_protomer_3,Nc1nc2c(c(=O)[nH]1)NC1C(N2)OC2COP(=O)(O)OC2C1(O)O
D11780_protomer_1,Nc1nc2c(c(=O)[nH]1)[NH2+]C1C([NH2+]2)OC2COP(=O)([O-])OC2C1(O)O
D08664_protomer_2,CC(C)C([NH3+])C(=O)OCCOCn1cnc2c(=O)[n-]c(N)nc21
D08664_protomer_3,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21
D00129_protomer_1,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O
D00199_protomer_2,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O
D00199_protomer_1,CCC1C2CC3C4[NH+](C)c5ccccc5C45CC(C2C5O)[NH+]3C1O
D02548_protomer_1,CC[NH+](CC)CCCC(C)[NH2+]c1c2ccc(Cl)cc2nc2ccc(OC)cc12
D02548_protomer_2,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12
D02221_protomer_1,CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)[O-]
D02212_protomer_1,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
D02349_protomer_2,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1
D02349_protomer_1,C[NH2+]CC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1
D07320_protomer_2,CCN=C1Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1
D07320_protomer_1,CC[NH+]=C1Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1
C07621_protomer_1,CCC(c1ccc2cc(OC)ccc2c1)C(C)(C)C(=O)[O-]
C07621_protomer_2,CCC(c1ccc2cc(OC)ccc2c1)C(C)(C)C(=O)O
D09216_protomer_2,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
D09032_protomer_1,CCC12C=CC[NH+]3CCC4(c5cc(C6(C(=O)OC)CC7CC(C(C)(F)F)C[NH+](Cc8c6[nH]c6ccccc86)C7)c(OC)cc5[NH+](C)C4C(O)(C(=O)OC)C1OC(C)=O)C32
D09032_protomer_2,CCC12C=CCN3CCC4(c5cc(C6(C(=O)OC)CC7CC(C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)C4C(O)(C(=O)OC)C1OC(C)=O)C32
D07729_protomer_2,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1
D08227_protomer_1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl
D10510_protomer_1,Cc1ccccc1C(O)(c1ccccc1C)C1C[NH+]2CCC1CC2
D10510_protomer_2,Cc1ccccc1C(O)(c1ccccc1C)C1CN2CCC1CC2
D00498_protomer_2,CC(C)=CC[NH+]1CCC2(C)c3cc([O-])ccc3CC1C2C
D00498_protomer_3,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C
D08682_protomer_2,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O
D08682_protomer_1,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
D07765_protomer_2,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
D07765_protomer_1,C[NH+]1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
D07966_protomer_1,Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O
D07650_protomer_1,COCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1
D07650_protomer_2,COCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1
D00684_protomer_1,Cc1ccc(C(=O)Oc2ccc(C(O)C[NH2+]C(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1
D00684_protomer_2,Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1
C06624_protomer_2,C[NH+](C)C1C(=O)C(C(N)=O)=C([O-])C2(O)C(=O)C3=C([O-])c4c([O-])cccc4C(C)(O)C3C(O)C12
C06624_protomer_1,C[NH+](C)C1C(=O)C(C(N)=O)=C([O-])C2(O)C(=O)C3=C([O-])c4c(O)cccc4C(C)(O)C3C(O)C12
C06624_protomer_3,CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3C(O)C12
D11817_protomer_1,CNC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC
D02090_protomer_2,CN1CCN(C(c2ccccc2)c2ccccc2)CC1
D00002_protomer_1,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1
D00002_protomer_2,NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1
D06238_protomer_1,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC
D00308_protomer_3,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
D00308_protomer_2,O=C(CCC[NH+]1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
D00308_protomer_1,O=C(CCC[NH+]1CC=C(n2c(=O)[n-]c3ccccc32)CC1)c1ccc(F)cc1
D07091_protomer_1,c1ccc(C(CC[NH+]2CCCCC2)c2ccccc2)cc1
D07091_protomer_2,c1ccc(C(CCN2CCCCC2)c2ccccc2)cc1
D08375_protomer_1,Cc1ccnc(NC(=O)C(C)c2cccc(C(=O)c3ccccc3)c2)c1
D09647_protomer_1,CN(C)c1cc(C[NH2+]CC(C)(C)C)c(O)c2c1CC1CC3C([NH+](C)C)C(=O)C(C(N)=O)=C([O-])C3(O)C(=O)C1=C2[O-]
D09647_protomer_2,CN(C)c1cc(C[NH2+]CC(C)(C)C)c([O-])c2c1CC1CC3C([NH+](C)C)C(=O)C(C(N)=O)=C([O-])C3(O)C(=O)C1=C2[O-]
D09647_protomer_3,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O
D00819_protomer_1,CCc1nn(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
D00819_protomer_2,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
D07303_protomer_2,CN1C2CCC1CC(=C1c3ccccc3CSc3ccccc31)C2
D07303_protomer_1,C[NH+]1C2CCC1CC(=C1c3ccccc3CSc3ccccc31)C2
D01137_protomer_2,CC(O)CN1CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC1
D00356_protomer_1,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1
D02186_protomer_1,COC1CC(OC2C(C)C(=O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC([NH+](C)C)C3O)C2C)OC(C)C1O
D02186_protomer_2,COC1CC(OC2C(C)C(=O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3O)C2C)OC(C)C1O
D08122_protomer_1,CCC(=O)C(CC(C)[NH+](C)C)(c1ccccc1)c1ccccc1
D08122_protomer_2,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
D01095_protomer_1,CCOC1OC(C(COCc2ccccc2)OCc2ccccc2)C(OCc2ccccc2)C1O
D00955_protomer_1,CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C
D07887_protomer_2,CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
D07887_protomer_1,C[NH+]1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
D00779_protomer_2,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
D00779_protomer_1,OC(CC[NH+]1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
D07230_protomer_1,C=C1CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO
D00195_protomer_1,COc1ccc2c3c1OC1C(O)C=CC4C(C2)[NH+](C)CCC341
D00195_protomer_2,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341
D04720_protomer_1,CC1CC(=O)[N-]N=C1c1ccc(NN=C(C#N)C#N)cc1
D04720_protomer_2,CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1
D08316_protomer_2,CCN(CC)CCc1nc(-c2ccccc2)no1
D08316_protomer_1,CC[NH+](CC)CCc1nc(-c2ccccc2)no1
C11752_protomer_1,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)[O-]
C11752_protomer_2,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O
D02160_protomer_3,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O
D02160_protomer_1,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1[O-]
D02160_protomer_2,Cc1ncc(CSSCc2cnc(C)c([O-])c2CO)c(CO)c1[O-]
D01663_protomer_1,C=CC1C[NH+]2CCC1CC2C(OC(=O)OCC)c1ccnc2ccc(OC)cc12
D01663_protomer_2,C=CC1CN2CCC1CC2C(OC(=O)OCC)c1ccnc2ccc(OC)cc12
D00373_protomer_1,CSc1ccc2c(c1)N(CCC1CCCC[NH+]1C)c1ccccc1S2
D00373_protomer_2,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
D02625_protomer_1,O=C(CCC[NH+]1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1
D02625_protomer_2,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1
D00307_protomer_2,CC1c2cccc(O)c2C([O-])=C2C(=O)C3(O)C([O-])=C(C(N)=O)C(=O)C([NH+](C)C)C3C(O)C21
D00307_protomer_3,CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21
D00307_protomer_1,CC1c2cccc([O-])c2C([O-])=C2C(=O)C3(O)C([O-])=C(C(N)=O)C(=O)C([NH+](C)C)C3C(O)C21
D00718_protomer_2,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O
D00718_protomer_1,Cc1c(-c2ccccc2)oc2c(C(=O)OCC[NH+]3CCCCC3)cccc2c1=O
D07129_protomer_2,Cc1[n-]cnc1CN1CCc2c(c3ccccc3n2C)C1=O
D07129_protomer_1,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O
D00790_protomer_1,C[NH+](C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21
D00790_protomer_2,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21
D08050_protomer_1,CC[NH+](CCO)CCCC(C)[NH2+]c1ccnc2cc(Cl)ccc12
D08050_protomer_2,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12
D00320_protomer_1,CCC(=O)N(c1ccccc1)C1CC[NH+](CCc2ccccc2)CC1
D00320_protomer_2,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
D07128_protomer_1,C[S+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O
D07128_protomer_2,C[S+](CCC(N)C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O
D08191_protomer_1,C=NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-])c1ccccc1
D05099_protomer_1,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21
D05099_protomer_2,CCCCCCC(C)(C)c1cc([O-])c2c(c1)OC(C)(C)C1CCC(=O)CC21
D04972_protomer_1,C=C1c2cccc(O)c2C([O-])=C2C(=O)C3(O)C([O-])=C(C(N)=O)C(=O)C([NH+](C)C)C3C(O)C12
D04972_protomer_2,C=C1c2cccc([O-])c2C([O-])=C2C(=O)C3(O)C([O-])=C(C(N)=O)C(=O)C([NH+](C)C)C3C(O)C12
D04972_protomer_3,C=C1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12
C13786_protomer_1,O=C(OCC[NH+]1CCCCCC1)C(c1ccsc1)C1CCCCC1
C13786_protomer_2,O=C(OCCN1CCCCCC1)C(c1ccsc1)C1CCCCC1
D08860_protomer_1,CCOc1cc(C(CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC
D07289_protomer_2,CCC(=O)n1c(=O)n(C2CCN(CCC(C#N)(c3ccccc3)c3ccccc3)CC2)c2ccccc21
D07289_protomer_1,CCC(=O)n1c(=O)n(C2CC[NH+](CCC(C#N)(c3ccccc3)c3ccccc3)CC2)c2ccccc21
D02991_protomer_1,CCC[NH2+]C(C)C(=O)Nc1c(C)csc1C(=O)OC
D02991_protomer_2,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC
D00198_protomer_1,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CC[NH+]3CC2CC(OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)C1OC
D00198_protomer_2,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)C1OC
D05621_protomer_2,NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1[O-]
D05621_protomer_1,NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O
D07102_protomer_2,C=CC[NH+]1CCCC1CNC(=O)c1cc2[nH]nnc2cc1OC
D07102_protomer_3,C=CCN1CCCC1CNC(=O)c1cc2[nH]nnc2cc1OC
D07102_protomer_1,C=CC[NH+]1CCCC1CNC(=O)c1cc2[n-]nnc2cc1OC
D00811_protomer_1,C[NH+](C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
D00811_protomer_2,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
D02161_protomer_1,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I
D03402_protomer_3,CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1
D03402_protomer_1,CC(C)(C)[NH2+]CC(O)c1ccc(O)c(NC(N)=O)c1
D03402_protomer_2,CC(C)(C)[NH2+]CC(O)c1ccc([O-])c(NC(N)=O)c1
D03315_protomer_1,C=CCCCCCCCCC(=O)[O-]
D07629_protomer_1,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CC#N)C2SC1
D07629_protomer_2,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CC#N)C2SC1
D08326_protomer_1,O=C1Nc2ccccc2C1(c1ccc([O-])cc1)c1ccc(O)cc1
D08326_protomer_3,O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1
D08326_protomer_2,O=C1Nc2ccccc2C1(c1ccc([O-])cc1)c1ccc([O-])cc1
D08353_protomer_2,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12
D08353_protomer_1,C[NH+]1CCC2=C(C1)C(c1ccccc1)c1ccccc12
D00849_protomer_1,C=C1c2cccc(O)c2C([O-])=C2C(=O)C3(O)C([O-])=C(C(N)=O)C(=O)C([NH+](C)C)C3C(O)C12
D00849_protomer_3,C=C1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12
D00849_protomer_2,C=C1c2cccc([O-])c2C([O-])=C2C(=O)C3(O)C([O-])=C(C(N)=O)C(=O)C([NH+](C)C)C3C(O)C12
D06174_protomer_1,Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)OCCO)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
D01148_protomer_3,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1
D01148_protomer_2,Cc1ccc([O-])c(C(CC[NH+](C(C)C)C(C)C)c2ccccc2)c1
D01148_protomer_1,Cc1ccc(O)c(C(CC[NH+](C(C)C)C(C)C)c2ccccc2)c1
D10973_protomer_2,CCC1C2=CC3=NC(=C(CC(=O)OC)C4=NC(=CC5=C(C)C(=C(C)[O-])C(=N5)C=C(N2)C1C)C(C)C4CCC(=O)[O-])C(C([O-])=NCCS(=O)(=O)[O-])=C3C
D10973_protomer_1,CCC1C2=CC3=NC(=C(CC(=O)OC)C4=NC(=CC5=C(C)C(=C(C)O)C(=N5)C=C([NH2+]2)C1C)C(C)C4CCC(=O)[O-])C(C(O)=NCCS(=O)(=O)[O-])=C3C
D00067_protomer_1,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O
D00067_protomer_2,CC12CCC3c4ccc([O-])cc4CCC3C1CCC2=O
D01073_protomer_1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(OP(=O)([O-])[O-])C(O)C2O)[NH+](C)C1
D01073_protomer_2,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(OP(=O)(O)O)C(O)C2O)N(C)C1
D00113_protomer_2,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
D00113_protomer_1,C[NH+]1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
D10858_protomer_1,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1
D03706_protomer_1,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C
D02577_protomer_3,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1
D02577_protomer_2,O=c1[n-]c2ccccc2n1CC[NH+]1CCN(c2cccc(C(F)(F)F)c2)CC1
D00258_protomer_1,C=CC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C(=NOCC(=O)[O-])c3csc(N)n3)C2SC1
D00258_protomer_2,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1
D07748_protomer_2,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2
D07748_protomer_1,Cc1nc2c([n-]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2
D08350_protomer_1,CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-]
D08350_protomer_2,CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
D01436_protomer_1,NS(=O)(=O)c1cc2c(cc1Cl)CN(C1CCCCC1)C2=O
D01436_protomer_2,[NH-]S(=O)(=O)c1cc2c(cc1Cl)CN(C1CCCCC1)C2=O
D11609_protomer_1,COc1cc(F)c(-n2c(=O)[nH]c3csc(C(=O)[O-])c3c2=O)cc1OCc1c(OC)ccc(F)c1F
D11609_protomer_2,COc1cc(F)c(-n2c(=O)[n-]c3csc(C(=O)[O-])c3c2=O)cc1OCc1c(OC)ccc(F)c1F
D02976_protomer_4,Oc1ccc(CCCC[NH2+]CC(O)c2ccc(O)c(O)c2)cc1
D02976_protomer_1,[O-]c1ccc(CCCC[NH2+]CC(O)c2ccc([O-])c([O-])c2)cc1
D02976_protomer_3,[?2004h[?1049h[22;0;0t[?1h=[?2004h[1;57r[?12h[?12l[27m[23m[29m[m[H[2J[?25l[2;1H[94m~
D02976_protomer_2,[O-]c1ccc(C(O)C[NH2+]CCCCc2ccc(O)cc2)cc1[O-]
D07801_protomer_1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)CCc1ccccc1
D02666_protomer_1,COc1cc(C(C)=O)ccc1OCCC[NH+]1CCC(c2noc3cc(F)ccc23)CC1
D02666_protomer_2,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1
